Date,State,Housing Inventory,Construction Costs,Land Availability,Interest Rates,Economic Conditions,Population Growth,Consumer Confidence,Demographic Trends,Location & Amenities,House Price ($),House Area (sqft)
2021-02-22,South Carolina,54824,179874,Abundant,5.01,Strong,1.33,Moderate,Aging Population,"Urban, Good Schools",618284,3366
2021-02-23,Maryland,70059,136996,Abundant,5.85,Weak,1.69,High,Millennial Buyers,"Urban, Good Schools",709739,2020
2021-02-24,Wyoming,181448,188430,Limited,4.78,Weak,1.26,High,Aging Population,"Suburban, Transport",724092,1203
2021-02-25,Virginia,145046,199394,Limited,3.63,Weak,1.54,Moderate,Millennial Buyers,"Urban, Good Schools",363815,1931
2021-02-26,Idaho,183277,119021,Limited,5.7,Strong,1.42,Moderate,Aging Population,"Suburban, Transport",242018,3775
2021-02-27,Maryland,56290,149651,Limited,4.6,Moderate,1.36,Low,Millennial Buyers,"Urban, Good Schools",749202,3733
2021-02-28,Vermont,182158,162739,Limited,5.63,Moderate,1.98,High,Millennial Buyers,"Suburban, Transport",636445,3854
2021-03-01,Kansas,156252,150174,Abundant,4.55,Weak,1.48,High,Aging Population,"Suburban, Transport",588108,3854
2021-03-02,Wisconsin,120949,117451,Limited,4.27,Moderate,1.53,High,Millennial Buyers,"Suburban, Transport",647677,2070
2021-03-03,North Dakota,153984,175052,Abundant,4.96,Moderate,1.01,Moderate,Millennial Buyers,"Urban, Good Schools",744396,1069
2021-03-04,New Mexico,148037,185373,Abundant,3.26,Moderate,1.38,Low,Aging Population,"Urban, Good Schools",706115,3116
2021-03-05,Oklahoma,169334,126736,Limited,4.8,Moderate,1.32,High,Aging Population,"Suburban, Transport",533760,1053
2021-03-06,New Hampshire,167517,123365,Abundant,5.3,Moderate,1.39,Low,Aging Population,"Suburban, Transport",776984,2046
2021-03-07,North Carolina,115642,154916,Limited,3.2,Strong,1.6,Low,Millennial Buyers,"Urban, Good Schools",793666,2562
2021-03-08,New York,163856,195264,Abundant,4.23,Moderate,1.41,Moderate,Millennial Buyers,"Urban, Good Schools",550126,1915
2021-03-09,Virginia,175337,147825,Limited,3.1,Weak,1.05,High,Millennial Buyers,"Urban, Good Schools",610375,2622
2021-03-10,Colorado,141280,121461,Abundant,4.01,Moderate,1.25,High,Aging Population,"Suburban, Transport",335644,1454
2021-03-11,Illinois,165447,110031,Abundant,5.95,Weak,1.65,Moderate,Millennial Buyers,"Urban, Good Schools",211354,1652
2021-03-12,Rhode Island,138491,131981,Abundant,5.98,Weak,1.31,High,Millennial Buyers,"Urban, Good Schools",435318,2237
2021-03-13,South Carolina,165047,114853,Limited,4.25,Strong,0.57,Low,Millennial Buyers,"Suburban, Transport",406081,3275
2021-03-14,Oklahoma,79906,101088,Abundant,3.48,Strong,0.64,High,Millennial Buyers,"Urban, Good Schools",338391,3127
2021-03-15,Michigan,112989,183718,Limited,4.3,Moderate,0.77,High,Millennial Buyers,"Urban, Good Schools",679638,3603
2021-03-16,Kansas,128368,148029,Abundant,5.68,Strong,1.69,Moderate,Millennial Buyers,"Urban, Good Schools",363771,2596
2021-03-17,Louisiana,105258,155025,Abundant,3.95,Strong,0.9,Moderate,Millennial Buyers,"Suburban, Transport",772723,2680
2021-03-18,Washington,124333,168013,Abundant,3.15,Weak,1.88,Low,Aging Population,"Urban, Good Schools",465791,1616
2021-03-19,New Hampshire,184748,156531,Abundant,5.35,Strong,1.15,High,Millennial Buyers,"Suburban, Transport",345447,3661
2021-03-20,Arizona,118918,158771,Limited,5.94,Moderate,1.94,Low,Millennial Buyers,"Urban, Good Schools",787647,3243
2021-03-21,Arizona,125015,175294,Abundant,4.64,Strong,0.61,Low,Aging Population,"Urban, Good Schools",713594,1174
2021-03-22,Kansas,189034,150060,Limited,3.73,Moderate,1.86,Low,Millennial Buyers,"Suburban, Transport",358731,1610
2021-03-23,Delaware,126545,138485,Limited,4.6,Strong,1.91,Low,Aging Population,"Urban, Good Schools",494872,3779
2021-03-24,Iowa,101267,135505,Abundant,3.64,Moderate,1.11,Low,Millennial Buyers,"Urban, Good Schools",237713,2583
2021-03-25,New Hampshire,196493,165249,Abundant,4.45,Moderate,0.68,Low,Aging Population,"Urban, Good Schools",701607,3569
2021-03-26,Oregon,70450,181620,Abundant,3.65,Moderate,1.87,High,Millennial Buyers,"Suburban, Transport",659798,1780
2021-03-27,Florida,140380,123045,Limited,4.9,Weak,0.57,Moderate,Aging Population,"Suburban, Transport",577624,1812
2021-03-28,Wyoming,73239,140194,Limited,3.16,Weak,1.06,High,Millennial Buyers,"Suburban, Transport",261075,3962
2021-03-29,Arkansas,166373,187742,Abundant,4.53,Strong,1.49,Moderate,Aging Population,"Urban, Good Schools",423394,3892
2021-03-30,Arizona,186726,150478,Abundant,5.97,Strong,0.76,High,Aging Population,"Suburban, Transport",796252,2643
2021-03-31,Tennessee,152538,135118,Limited,3.73,Moderate,0.6,Moderate,Aging Population,"Suburban, Transport",202265,2469
2021-04-01,New York,50265,169356,Limited,3.89,Moderate,0.9,High,Millennial Buyers,"Suburban, Transport",1007025,3820
2021-04-02,Wisconsin,87319,133919,Abundant,5.67,Weak,1.76,Low,Aging Population,"Suburban, Transport",791638,2642
2021-04-03,Georgia,182968,186993,Abundant,5.73,Weak,1.41,Low,Millennial Buyers,"Suburban, Transport",764710,3876
2021-04-04,Virginia,64093,137938,Abundant,4.44,Moderate,0.74,Low,Aging Population,"Urban, Good Schools",191541,1103
2021-04-05,Ohio,164432,178314,Abundant,4.54,Strong,1.13,High,Aging Population,"Suburban, Transport",569462,2659
2021-04-06,Michigan,122869,111267,Abundant,3.6,Moderate,0.71,Moderate,Millennial Buyers,"Suburban, Transport",508635,2401
2021-04-07,Maine,86139,149192,Limited,5.03,Strong,1.52,Low,Aging Population,"Urban, Good Schools",461027,3248
2021-04-08,Indiana,107230,192674,Limited,3.75,Strong,1.79,Low,Millennial Buyers,"Suburban, Transport",541650,2796
2021-04-09,North Carolina,160607,146538,Limited,4.58,Strong,1.18,Moderate,Millennial Buyers,"Suburban, Transport",727396,1767
2021-04-10,Michigan,137274,139727,Limited,5.91,Weak,1.72,High,Aging Population,"Suburban, Transport",175322,2314
2021-04-11,Kentucky,158642,138944,Abundant,5.86,Moderate,1.99,Moderate,Millennial Buyers,"Urban, Good Schools",497170,3743
2021-04-12,Georgia,59163,119701,Abundant,4.29,Strong,0.93,Moderate,Aging Population,"Urban, Good Schools",634226,2156
2021-04-13,Kansas,149325,121470,Limited,4.93,Strong,1.79,Low,Millennial Buyers,"Urban, Good Schools",265723,2588
2021-04-14,Wyoming,64646,160718,Abundant,5.98,Moderate,1.17,Moderate,Millennial Buyers,"Suburban, Transport",413795,1073
2021-04-15,Oklahoma,127640,178554,Abundant,5.15,Strong,0.78,Moderate,Aging Population,"Suburban, Transport",209256,1883
2021-04-16,Kentucky,72288,130884,Abundant,4.71,Strong,1.15,Moderate,Aging Population,"Suburban, Transport",776149,1170
2021-04-17,Washington,101086,198407,Abundant,4.8,Strong,0.6,Low,Millennial Buyers,"Urban, Good Schools",688827,3700
2021-04-18,Michigan,54014,108290,Abundant,5.38,Weak,1.95,High,Millennial Buyers,"Suburban, Transport",787651,1685
2021-04-19,Maine,70183,162149,Abundant,3.91,Strong,1.05,Moderate,Aging Population,"Urban, Good Schools",169810,1843
2021-04-20,Maine,189500,177945,Limited,4.64,Weak,1.26,Low,Aging Population,"Urban, Good Schools",482394,2246
2021-04-21,Colorado,105771,197827,Abundant,5.75,Weak,0.79,Low,Aging Population,"Urban, Good Schools",751347,2783
2021-04-22,Texas,106969,189884,Abundant,4.6,Weak,1.38,High,Aging Population,"Urban, Good Schools",619682,1692
2021-04-23,Maryland,143965,130296,Limited,3.91,Strong,1.14,Moderate,Millennial Buyers,"Urban, Good Schools",699129,2070
2021-04-24,Louisiana,83281,155916,Abundant,5.08,Strong,0.98,High,Millennial Buyers,"Suburban, Transport",701292,2542
2021-04-25,Kansas,50963,199955,Abundant,3.11,Strong,1.09,High,Millennial Buyers,"Urban, Good Schools",680594,2640
2021-04-26,Oregon,144344,189640,Limited,3.14,Strong,0.75,Low,Millennial Buyers,"Urban, Good Schools",729880,2741
2021-04-27,Illinois,152073,136693,Limited,5.84,Strong,0.77,High,Aging Population,"Urban, Good Schools",259935,2998
2021-04-28,Texas,101184,139605,Limited,3.97,Strong,1.93,Low,Aging Population,"Suburban, Transport",584544,3056
2021-04-29,Rhode Island,106420,185033,Abundant,3.07,Strong,0.59,Moderate,Aging Population,"Urban, Good Schools",410911,1751
2021-04-30,Texas,198376,149842,Abundant,5.79,Weak,1.13,High,Aging Population,"Suburban, Transport",421096,2042
2021-05-01,New Jersey,192713,157604,Abundant,3.7,Strong,0.89,Moderate,Aging Population,"Suburban, Transport",660373,1851
2021-05-02,Pennsylvania,157203,169895,Limited,4.04,Weak,1.23,High,Aging Population,"Suburban, Transport",467731,1601
2021-05-03,North Carolina,78718,170223,Abundant,3.64,Moderate,1.43,Moderate,Aging Population,"Suburban, Transport",735493,2726
2021-05-04,Minnesota,101702,166958,Limited,5.96,Moderate,1.26,Moderate,Aging Population,"Suburban, Transport",728607,2397
2021-05-05,Arizona,79170,126870,Limited,3.48,Strong,0.69,High,Aging Population,"Suburban, Transport",401494,1096
2021-05-06,North Carolina,61654,145771,Abundant,3.15,Moderate,1.24,Moderate,Millennial Buyers,"Suburban, Transport",719326,1658
2021-05-07,New Jersey,196241,110908,Limited,3.69,Strong,1.3,Low,Aging Population,"Urban, Good Schools",753969,3663
2021-05-08,Hawaii,133101,138370,Limited,4.74,Weak,1.98,Low,Aging Population,"Suburban, Transport",247795,1018
2021-05-09,New York,183870,194284,Abundant,5.65,Strong,1.6,High,Millennial Buyers,"Suburban, Transport",937249,1772
2021-05-10,Mississippi,147361,115648,Abundant,4.26,Strong,0.67,Moderate,Millennial Buyers,"Suburban, Transport",655061,3339
2021-05-11,Georgia,146482,182415,Limited,3.9,Weak,1.53,Low,Aging Population,"Suburban, Transport",324369,1297
2021-05-12,Maine,136988,118731,Limited,3.57,Weak,1.56,High,Millennial Buyers,"Urban, Good Schools",714080,2906
2021-05-13,New Mexico,118804,102723,Limited,3.29,Weak,0.65,High,Millennial Buyers,"Urban, Good Schools",499646,2778
2021-05-14,Tennessee,135703,128158,Abundant,5.51,Weak,1.61,Moderate,Millennial Buyers,"Urban, Good Schools",614063,3103
2021-05-15,Tennessee,140706,111371,Limited,3.16,Moderate,1.03,Moderate,Aging Population,"Urban, Good Schools",400845,2178
2021-05-16,Virginia,65377,101709,Abundant,3.83,Strong,0.64,Low,Millennial Buyers,"Suburban, Transport",358389,3820
2021-05-17,Arizona,99130,136439,Abundant,5.98,Strong,1.16,Low,Millennial Buyers,"Urban, Good Schools",392455,1396
2021-05-18,Arkansas,108767,167162,Limited,4.84,Moderate,1.59,Moderate,Millennial Buyers,"Urban, Good Schools",291062,3426
2021-05-19,Wisconsin,112748,184512,Limited,4.99,Weak,1.82,Low,Millennial Buyers,"Suburban, Transport",425917,3123
2021-05-20,Wisconsin,57658,166372,Abundant,3.71,Weak,1.01,Low,Aging Population,"Urban, Good Schools",498997,3349
2021-05-21,Nebraska,124709,172748,Limited,5.51,Strong,0.61,High,Millennial Buyers,"Suburban, Transport",217313,1329
2021-05-22,Delaware,76110,178088,Limited,4.17,Weak,1.03,Low,Millennial Buyers,"Suburban, Transport",325203,1715
2021-05-23,Washington,167067,112002,Limited,3.17,Moderate,1.07,High,Millennial Buyers,"Urban, Good Schools",201543,2600
2021-05-24,Mississippi,147470,138140,Limited,3.03,Strong,1.03,Moderate,Aging Population,"Urban, Good Schools",454412,3012
2021-05-25,Massachusetts,102927,172834,Abundant,4.92,Weak,0.82,Low,Millennial Buyers,"Urban, Good Schools",709326,3268
2021-05-26,Wyoming,183583,133864,Abundant,3.47,Moderate,1.56,High,Aging Population,"Suburban, Transport",674273,1800
2021-05-27,New York,151540,193051,Abundant,3.52,Weak,0.84,Low,Millennial Buyers,"Urban, Good Schools",1634199,2319
2021-05-28,Utah,65938,172929,Abundant,5.24,Moderate,1.78,Low,Millennial Buyers,"Suburban, Transport",332401,2303
2021-05-29,Utah,82117,195178,Abundant,5.4,Strong,1.25,High,Aging Population,"Suburban, Transport",472351,3970
2021-05-30,Oregon,195628,187317,Limited,3.48,Weak,0.61,High,Aging Population,"Urban, Good Schools",723548,2434
2021-05-31,West Virginia,52707,192963,Limited,3.35,Moderate,1.94,Moderate,Millennial Buyers,"Urban, Good Schools",244321,2745
2021-06-01,Maine,152496,174544,Limited,4.45,Moderate,0.6,Low,Millennial Buyers,"Suburban, Transport",391804,1813
2021-06-02,Michigan,61241,106409,Limited,5.17,Weak,1.99,High,Aging Population,"Suburban, Transport",557167,1806
2021-06-03,Iowa,136672,150163,Limited,3.71,Weak,1.64,Low,Millennial Buyers,"Suburban, Transport",244182,3351
2021-06-04,Arizona,197845,152029,Abundant,5.32,Strong,0.77,Moderate,Millennial Buyers,"Urban, Good Schools",331094,3248
2021-06-05,Kansas,54129,185847,Limited,3.31,Moderate,1.91,Moderate,Aging Population,"Urban, Good Schools",655286,1888
2021-06-06,Oregon,100635,168891,Limited,3.18,Strong,1.93,High,Millennial Buyers,"Urban, Good Schools",348362,1689
2021-06-07,Georgia,54369,180782,Abundant,5.36,Weak,0.58,Moderate,Aging Population,"Suburban, Transport",556346,3828
2021-06-08,Kentucky,185574,132768,Abundant,3.58,Moderate,0.74,High,Millennial Buyers,"Urban, Good Schools",696966,2193
2021-06-09,Utah,175168,154178,Abundant,4.45,Strong,1.27,Moderate,Aging Population,"Suburban, Transport",668294,2139
2021-06-10,Texas,101632,117398,Abundant,3.44,Strong,0.54,High,Aging Population,"Urban, Good Schools",455824,1056
2021-06-11,Louisiana,188590,175307,Limited,5.84,Weak,0.95,Low,Aging Population,"Suburban, Transport",462119,2637
2021-06-12,Kansas,172044,163023,Abundant,4.13,Strong,1.48,High,Millennial Buyers,"Urban, Good Schools",255024,1700
2021-06-13,Montana,59512,134422,Abundant,3.96,Moderate,1.75,High,Aging Population,"Urban, Good Schools",275427,3168
2021-06-14,Nevada,131988,118861,Limited,3.83,Moderate,1.57,Moderate,Aging Population,"Suburban, Transport",384386,1309
2021-06-15,Wisconsin,180205,124349,Abundant,5.36,Weak,1.39,Moderate,Millennial Buyers,"Urban, Good Schools",351464,3572
2021-06-16,Vermont,195609,105817,Limited,4.88,Weak,0.76,Low,Millennial Buyers,"Suburban, Transport",609111,3083
2021-06-17,Kansas,56488,166096,Limited,4.74,Moderate,1.33,Moderate,Aging Population,"Suburban, Transport",793143,1826
2021-06-18,California,185277,145482,Limited,4.05,Strong,0.74,Moderate,Millennial Buyers,"Urban, Good Schools",1701719,2750
2021-06-19,Hawaii,107899,137352,Limited,5.67,Moderate,1.15,Moderate,Millennial Buyers,"Suburban, Transport",428989,3743
2021-06-20,Nevada,71343,175734,Abundant,3.83,Weak,0.52,High,Millennial Buyers,"Suburban, Transport",736271,3887
2021-06-21,Pennsylvania,162428,123623,Abundant,5.85,Moderate,0.9,High,Aging Population,"Urban, Good Schools",577624,1832
2021-06-22,South Dakota,105901,114081,Limited,4.3,Weak,1.55,High,Aging Population,"Suburban, Transport",333139,2310
2021-06-23,Connecticut,59047,182053,Abundant,3.92,Moderate,1.19,High,Millennial Buyers,"Urban, Good Schools",166488,3631
2021-06-24,West Virginia,124892,108932,Abundant,4.2,Weak,1.76,Moderate,Aging Population,"Suburban, Transport",166305,3626
2021-06-25,Arizona,159357,129107,Limited,3.95,Strong,1.45,Moderate,Millennial Buyers,"Urban, Good Schools",380386,2925
2021-06-26,Virginia,140897,184807,Limited,3.67,Strong,0.79,Low,Millennial Buyers,"Suburban, Transport",532008,3423
2021-06-27,Connecticut,70091,143114,Abundant,3.07,Strong,0.95,High,Millennial Buyers,"Urban, Good Schools",288866,3849
2021-06-28,Alaska,109843,194765,Limited,3.22,Moderate,1.95,Low,Millennial Buyers,"Suburban, Transport",398888,3664
2021-06-29,Illinois,97358,178495,Abundant,5.69,Moderate,1.29,High,Aging Population,"Suburban, Transport",354911,2747
2021-06-30,Michigan,175006,179764,Abundant,5.28,Strong,1.19,Moderate,Aging Population,"Urban, Good Schools",403303,3843
2021-07-01,South Dakota,173668,132764,Abundant,4.24,Moderate,0.59,High,Aging Population,"Suburban, Transport",651624,1819
2021-07-02,Alaska,197335,141153,Limited,3.12,Strong,1.51,Low,Millennial Buyers,"Urban, Good Schools",346425,2474
2021-07-03,Maryland,162583,188387,Abundant,4.54,Moderate,1.42,Moderate,Millennial Buyers,"Suburban, Transport",297663,2102
2021-07-04,Nebraska,82097,143103,Abundant,4.63,Moderate,1.29,Moderate,Millennial Buyers,"Urban, Good Schools",744854,1763
2021-07-05,Wisconsin,142079,136369,Abundant,5.02,Moderate,0.97,Moderate,Aging Population,"Urban, Good Schools",186210,1836
2021-07-06,Virginia,162602,112342,Abundant,5.79,Strong,1.44,High,Aging Population,"Urban, Good Schools",656824,3413
2021-07-07,New Mexico,80062,148769,Abundant,4.81,Weak,1.8,Low,Aging Population,"Suburban, Transport",503711,1217
2021-07-08,Kansas,66970,170117,Limited,4.1,Weak,1.76,High,Millennial Buyers,"Suburban, Transport",646795,2512
2021-07-09,Alaska,176590,166168,Abundant,5.96,Weak,1.37,Moderate,Millennial Buyers,"Urban, Good Schools",533502,1078
2021-07-10,Connecticut,124833,109521,Limited,5.15,Strong,0.86,Moderate,Aging Population,"Urban, Good Schools",780995,2313
2021-07-11,Alabama,85728,109405,Limited,3.27,Moderate,1.77,High,Millennial Buyers,"Urban, Good Schools",326526,2357
2021-07-12,Missouri,180348,135836,Limited,4.72,Weak,1.28,Low,Millennial Buyers,"Suburban, Transport",304394,1200
2021-07-13,Minnesota,193594,168008,Abundant,3.81,Weak,0.56,Low,Millennial Buyers,"Suburban, Transport",173128,2562
2021-07-14,Mississippi,95230,115510,Abundant,5.86,Strong,0.65,High,Millennial Buyers,"Urban, Good Schools",356015,1854
2021-07-15,Nebraska,163191,127053,Abundant,5.19,Moderate,1.44,High,Millennial Buyers,"Urban, Good Schools",667406,3593
2021-07-16,Nebraska,167763,116890,Abundant,5.98,Moderate,0.6,High,Millennial Buyers,"Urban, Good Schools",267998,1694
2021-07-17,New Jersey,153536,131566,Abundant,3.23,Strong,1.14,Low,Aging Population,"Suburban, Transport",455223,2960
2021-07-18,Virginia,195607,174233,Abundant,5.5,Moderate,1.6,Low,Aging Population,"Suburban, Transport",167639,2607
2021-07-19,Virginia,185779,156978,Abundant,4.46,Weak,1.82,Moderate,Aging Population,"Urban, Good Schools",239468,3960
2021-07-20,New Hampshire,97122,196394,Abundant,4.43,Weak,1.15,Low,Millennial Buyers,"Urban, Good Schools",771067,2416
2021-07-21,North Dakota,99970,193904,Limited,5.24,Moderate,0.53,High,Aging Population,"Urban, Good Schools",551434,2459
2021-07-22,Arizona,119269,170075,Limited,5.48,Moderate,1.78,Low,Millennial Buyers,"Urban, Good Schools",277846,3913
2021-07-23,New Mexico,122733,109572,Abundant,5.86,Weak,1.66,High,Millennial Buyers,"Urban, Good Schools",756679,1744
2021-07-24,Alabama,108864,139064,Limited,5.54,Moderate,0.81,Low,Millennial Buyers,"Suburban, Transport",546036,1331
2021-07-25,Georgia,179249,179227,Limited,5.68,Moderate,0.93,High,Aging Population,"Urban, Good Schools",521436,1674
2021-07-26,Michigan,118465,179529,Limited,4.84,Strong,1.21,Low,Millennial Buyers,"Suburban, Transport",617887,1292
2021-07-27,Hawaii,179184,136712,Limited,3.98,Moderate,0.95,High,Aging Population,"Suburban, Transport",176627,3640
2021-07-28,Nebraska,62195,184829,Abundant,3.21,Weak,1.11,Low,Millennial Buyers,"Urban, Good Schools",632803,2090
2021-07-29,West Virginia,59431,124588,Limited,5.39,Moderate,1.44,Low,Aging Population,"Suburban, Transport",409396,1113
2021-07-30,Missouri,69229,199194,Abundant,4.46,Weak,0.73,High,Aging Population,"Suburban, Transport",260572,2507
2021-07-31,Rhode Island,57882,112936,Abundant,4.8,Moderate,1.3,High,Aging Population,"Urban, Good Schools",738066,1365
2021-08-01,Arizona,188637,144443,Abundant,3.21,Moderate,0.58,Moderate,Millennial Buyers,"Suburban, Transport",667226,3140
2021-08-02,Wyoming,177406,199114,Limited,5.55,Strong,1.55,Moderate,Millennial Buyers,"Urban, Good Schools",583459,1224
2021-08-03,Idaho,157036,129094,Limited,4.46,Moderate,0.84,Low,Aging Population,"Urban, Good Schools",603499,3248
2021-08-04,Michigan,129296,197770,Abundant,4.54,Weak,1.33,Moderate,Millennial Buyers,"Urban, Good Schools",764071,2531
2021-08-05,Idaho,55521,181083,Abundant,3.6,Weak,1.34,Moderate,Millennial Buyers,"Urban, Good Schools",245519,1149
2021-08-06,New Hampshire,63386,185059,Abundant,5.69,Strong,1.43,High,Millennial Buyers,"Urban, Good Schools",529290,1016
2021-08-07,Illinois,104342,119018,Abundant,5.99,Strong,1.24,Low,Aging Population,"Urban, Good Schools",359131,2262
2021-08-08,Arkansas,54341,151910,Abundant,3.99,Weak,1.34,Low,Millennial Buyers,"Urban, Good Schools",530520,2400
2021-08-09,Montana,119762,169573,Abundant,4.52,Moderate,1.35,High,Aging Population,"Urban, Good Schools",529481,2422
2021-08-10,Kentucky,93644,103286,Abundant,4.24,Strong,0.91,Low,Millennial Buyers,"Urban, Good Schools",402749,1417
2021-08-11,Kansas,157323,183619,Abundant,4.09,Weak,0.65,High,Aging Population,"Suburban, Transport",583277,1295
2021-08-12,Georgia,156704,171685,Limited,5.48,Moderate,1.93,High,Aging Population,"Urban, Good Schools",522049,1491
2021-08-13,North Dakota,110935,156674,Abundant,4.86,Weak,1.26,Moderate,Millennial Buyers,"Urban, Good Schools",346167,1486
2021-08-14,Minnesota,135510,156400,Limited,5.99,Moderate,1.28,High,Aging Population,"Urban, Good Schools",202518,3560
2021-08-15,Arizona,159420,156614,Limited,4.94,Moderate,0.7,Moderate,Aging Population,"Urban, Good Schools",290589,2988
2021-08-16,California,116341,105566,Abundant,5.57,Strong,1.81,High,Millennial Buyers,"Urban, Good Schools",865085,2994
2021-08-17,California,103593,177960,Abundant,3.04,Strong,1.67,High,Aging Population,"Urban, Good Schools",1044176,1898
2021-08-18,Connecticut,161449,195099,Abundant,3.3,Strong,1.72,Moderate,Millennial Buyers,"Urban, Good Schools",395479,3482
2021-08-19,Iowa,62773,112592,Abundant,5.72,Strong,1.47,Moderate,Aging Population,"Suburban, Transport",295337,2138
2021-08-20,Maine,176182,168043,Abundant,5.11,Moderate,1.68,Low,Millennial Buyers,"Suburban, Transport",794016,2982
2021-08-21,Illinois,128197,147251,Abundant,5.02,Moderate,0.83,Moderate,Aging Population,"Urban, Good Schools",387965,3168
2021-08-22,Tennessee,122524,115438,Abundant,3.57,Moderate,0.81,Low,Millennial Buyers,"Urban, Good Schools",597847,1399
2021-08-23,Hawaii,107335,167436,Limited,5.3,Strong,1.65,High,Millennial Buyers,"Urban, Good Schools",230053,1451
2021-08-24,Oklahoma,95267,101628,Limited,5.11,Strong,1.76,High,Millennial Buyers,"Urban, Good Schools",561738,1523
2021-08-25,Maryland,69386,145074,Limited,4.51,Strong,0.55,High,Aging Population,"Urban, Good Schools",569220,3913
2021-08-26,Wyoming,102147,173468,Abundant,3.61,Strong,1.07,Moderate,Aging Population,"Urban, Good Schools",194045,1141
2021-08-27,South Carolina,97378,116451,Abundant,3.81,Weak,1.44,Low,Aging Population,"Urban, Good Schools",598700,3378
2021-08-28,Connecticut,130601,108464,Limited,3.34,Moderate,1.31,Low,Millennial Buyers,"Suburban, Transport",601782,1751
2021-08-29,Kansas,73408,141451,Limited,4.59,Moderate,0.8,Low,Millennial Buyers,"Urban, Good Schools",689098,2533
2021-08-30,New York,135866,118692,Limited,4.06,Moderate,1.92,Moderate,Millennial Buyers,"Suburban, Transport",752245,2227
2021-08-31,Washington,137418,120345,Limited,4.57,Moderate,1.89,Moderate,Aging Population,"Suburban, Transport",186015,1178
2021-09-01,Wisconsin,118186,176300,Abundant,5.54,Strong,1.55,High,Millennial Buyers,"Urban, Good Schools",150692,1460
2021-09-02,Alabama,131669,165288,Limited,3.14,Strong,1.86,Low,Millennial Buyers,"Suburban, Transport",491066,3112
2021-09-03,Mississippi,93928,183921,Abundant,4.49,Moderate,1.44,Moderate,Aging Population,"Urban, Good Schools",516590,1022
2021-09-04,Oklahoma,157174,172510,Limited,3.72,Weak,0.97,Moderate,Millennial Buyers,"Suburban, Transport",151999,2037
2021-09-05,Connecticut,124263,166634,Abundant,3.8,Weak,1.5,Low,Aging Population,"Suburban, Transport",569137,2607
2021-09-06,Delaware,115949,196052,Limited,3.17,Strong,1.08,Low,Aging Population,"Suburban, Transport",721965,1552
2021-09-07,Alaska,157681,118827,Limited,3.23,Weak,1.24,High,Millennial Buyers,"Suburban, Transport",355115,1314
2021-09-08,Montana,58125,170029,Limited,3.47,Weak,1.88,High,Aging Population,"Urban, Good Schools",156166,1023
2021-09-09,Tennessee,117051,158435,Abundant,4.34,Strong,1.08,Moderate,Millennial Buyers,"Urban, Good Schools",666297,2687
2021-09-10,South Dakota,85463,127070,Abundant,4.74,Strong,0.85,Moderate,Millennial Buyers,"Urban, Good Schools",264524,2862
2021-09-11,Pennsylvania,72816,152899,Limited,4.14,Strong,0.55,Low,Aging Population,"Suburban, Transport",765589,2526
2021-09-12,Virginia,159115,194580,Limited,4.66,Strong,1.55,High,Millennial Buyers,"Suburban, Transport",577224,2912
2021-09-13,North Dakota,66155,112243,Limited,3.09,Moderate,1.69,High,Aging Population,"Urban, Good Schools",492036,2078
2021-09-14,Florida,140392,175439,Abundant,4.79,Moderate,1.18,High,Millennial Buyers,"Suburban, Transport",718336,3576
2021-09-15,Wisconsin,89414,152836,Limited,4.84,Weak,1.11,Moderate,Millennial Buyers,"Suburban, Transport",592573,1256
2021-09-16,Kansas,199379,111993,Limited,4.55,Weak,0.98,Moderate,Millennial Buyers,"Urban, Good Schools",481512,3064
2021-09-17,Maine,191842,127156,Limited,4.29,Weak,0.67,Moderate,Aging Population,"Urban, Good Schools",273475,1244
2021-09-18,Georgia,82115,177986,Abundant,4.84,Weak,1.81,Moderate,Millennial Buyers,"Urban, Good Schools",414084,1924
2021-09-19,Minnesota,172157,163560,Abundant,5.05,Moderate,1.48,Moderate,Millennial Buyers,"Suburban, Transport",434628,3100
2021-09-20,Arkansas,128810,121394,Abundant,5.73,Strong,0.78,Moderate,Millennial Buyers,"Suburban, Transport",180454,2285
2021-09-21,West Virginia,159755,108827,Abundant,4.16,Moderate,0.89,High,Aging Population,"Suburban, Transport",210944,1946
2021-09-22,Tennessee,65899,189811,Limited,4.94,Weak,0.54,Moderate,Millennial Buyers,"Suburban, Transport",528912,3927
2021-09-23,Ohio,150061,100520,Limited,3.03,Moderate,1.38,Moderate,Millennial Buyers,"Urban, Good Schools",323592,3979
2021-09-24,Washington,82495,135194,Abundant,4.87,Strong,1.4,High,Millennial Buyers,"Suburban, Transport",231978,2342
2021-09-25,South Carolina,162328,150098,Abundant,4.6,Strong,1.75,Moderate,Aging Population,"Urban, Good Schools",627299,2629
2021-09-26,Arkansas,187272,109633,Abundant,3.76,Weak,1.67,Low,Aging Population,"Suburban, Transport",607558,3119
2021-09-27,Texas,187090,198188,Limited,5.4,Moderate,0.9,Moderate,Millennial Buyers,"Suburban, Transport",732376,1027
2021-09-28,Nebraska,168428,145579,Limited,4.19,Moderate,1.55,High,Aging Population,"Urban, Good Schools",652872,2977
2021-09-29,Nebraska,54045,139172,Abundant,5.64,Moderate,1.53,Low,Millennial Buyers,"Suburban, Transport",200966,3397
2021-09-30,Washington,151878,102876,Abundant,4.36,Moderate,1.05,Moderate,Aging Population,"Urban, Good Schools",285202,3390
