Date,State,Housing_Inventory,Construction_Costs,Land_Availability,Interest_Rates,Economic_Conditions,Population_Growth,Consumer_Confidence,Demographic_Trends,House_Price_($),House_Area_(sqft),Location,Amenities
2016-11-07,South Carolina,163391,186350,Limited,5.06,Weak,1.98,Low,Aging Population,557404,2821,Urban,Good Schools
2021-12-09,Colorado,163671,119577,Limited,3.03,Weak,1.27,Low,Aging Population,157896,1766,Suburban,Transport
2021-06-03,Utah,88257,103426,Abundant,3.54,Weak,1.16,Moderate,Aging Population,794602,1940,Suburban,Transport
2011-01-31,Nebraska,107137,171908,Limited,4.26,Strong,0.73,Moderate,Aging Population,611432,1003,Suburban,Transport
2023-03-30,Minnesota,125363,122049,Abundant,5.59,Strong,0.78,Moderate,Aging Population,768614,3814,Urban,Good Schools
2022-04-20,Kansas,148592,157877,Limited,5.67,Moderate,0.63,High,Millennial Buyers,619472,3168,Urban,Good Schools
2013-09-27,Colorado,173721,124945,Limited,5.44,Strong,0.92,Moderate,Aging Population,211070,2080,Suburban,Transport
2022-06-25,Washington,194250,186799,Limited,3.87,Moderate,1.6,High,Aging Population,685110,1446,Urban,Good Schools
2011-08-19,Alabama,101765,146361,Limited,3.96,Moderate,1.87,Moderate,Aging Population,757734,1454,Urban,Good Schools
2020-10-27,Virginia,135121,125530,Limited,4.5,Moderate,1.93,Low,Aging Population,395695,2349,Suburban,Transport
2017-12-24,Florida,161567,169298,Abundant,4.3,Moderate,1.77,Moderate,Millennial Buyers,587274,3560,Urban,Good Schools
2016-05-15,Minnesota,171352,104422,Abundant,5.14,Strong,1.28,High,Millennial Buyers,588783,2198,Urban,Good Schools
2020-04-24,Idaho,53553,100060,Abundant,3.83,Strong,1.0,Moderate,Aging Population,259058,3297,Suburban,Transport
2019-06-03,Nevada,148552,102249,Abundant,3.34,Strong,1.63,Low,Millennial Buyers,570569,1202,Suburban,Transport
2020-07-18,Iowa,188690,106766,Abundant,5.51,Moderate,0.52,High,Aging Population,583354,3571,Urban,Good Schools
2021-04-25,Tennessee,128706,191112,Abundant,5.29,Strong,1.45,Low,Millennial Buyers,311347,2580,Suburban,Transport
2022-07-28,Nevada,120458,189135,Limited,5.73,Moderate,1.64,Low,Millennial Buyers,517384,1930,Suburban,Transport
2015-11-14,New Hampshire,74817,193434,Limited,4.31,Weak,1.02,Moderate,Aging Population,213678,2895,Urban,Good Schools
2014-04-21,New Jersey,195307,187578,Abundant,4.26,Weak,0.63,Low,Aging Population,230240,1802,Suburban,Transport
2021-03-03,Connecticut,70587,127522,Abundant,3.34,Moderate,1.55,Moderate,Millennial Buyers,349249,2361,Urban,Good Schools
2013-01-27,New Hampshire,96221,182954,Limited,3.67,Moderate,0.7,Low,Aging Population,224640,1790,Urban,Good Schools
2017-08-18,Louisiana,157170,180371,Abundant,4.14,Weak,1.33,High,Aging Population,452515,2526,Suburban,Transport
2018-02-15,Maine,129105,171403,Abundant,4.84,Moderate,1.54,High,Millennial Buyers,569833,2596,Suburban,Transport
2016-11-09,Georgia,101855,180310,Abundant,4.03,Strong,1.35,Moderate,Millennial Buyers,287303,3571,Suburban,Transport
2019-06-28,Colorado,154429,102130,Limited,4.24,Moderate,1.47,Low,Millennial Buyers,366067,2292,Suburban,Transport
2011-11-07,North Carolina,80539,176334,Limited,3.19,Weak,1.77,High,Aging Population,751490,1079,Suburban,Transport
2017-09-09,Montana,192935,155106,Abundant,4.11,Weak,1.47,High,Millennial Buyers,627709,1849,Urban,Good Schools
2019-03-03,Hawaii,64479,169720,Limited,3.44,Weak,1.17,Moderate,Millennial Buyers,353951,1894,Urban,Good Schools
2011-12-30,North Carolina,51010,117253,Abundant,4.59,Moderate,1.64,Low,Millennial Buyers,390003,3120,Suburban,Transport
2011-02-17,Missouri,104018,134653,Limited,4.53,Strong,1.42,Low,Aging Population,654985,1014,Suburban,Transport
2018-08-13,Virginia,69859,120948,Abundant,4.83,Weak,0.71,High,Millennial Buyers,602953,1686,Suburban,Transport
2014-02-25,Arkansas,79890,116662,Limited,4.79,Moderate,1.36,Low,Aging Population,206021,2907,Urban,Good Schools
2012-04-05,Maryland,149998,124803,Limited,3.71,Moderate,0.57,High,Aging Population,349447,1110,Suburban,Transport
2018-12-12,Louisiana,159642,122680,Limited,4.98,Moderate,1.82,High,Millennial Buyers,271403,2380,Urban,Good Schools
2020-11-18,Montana,109401,109041,Abundant,3.34,Strong,1.45,Low,Aging Population,156367,1629,Urban,Good Schools
2011-09-09,Georgia,93302,164444,Limited,3.29,Strong,1.89,Low,Millennial Buyers,705175,2909,Suburban,Transport
2010-04-25,South Carolina,186648,176871,Limited,4.36,Strong,0.63,High,Aging Population,233312,3691,Urban,Good Schools
2011-02-22,Utah,180116,134443,Limited,5.62,Strong,0.53,Moderate,Aging Population,365648,2814,Urban,Good Schools
2018-05-28,Arkansas,171086,169536,Abundant,5.4,Moderate,1.44,Moderate,Aging Population,335287,2214,Suburban,Transport
2014-06-14,Arkansas,64967,147322,Limited,4.13,Moderate,1.84,Low,Aging Population,630371,1519,Suburban,Transport
2023-07-22,Texas,189573,193844,Limited,4.18,Strong,0.88,High,Millennial Buyers,702317,1781,Suburban,Transport
2021-06-17,Florida,66687,137566,Abundant,4.83,Strong,0.61,Moderate,Millennial Buyers,160268,3494,Urban,Good Schools
2017-12-06,Massachusetts,64231,120320,Abundant,4.17,Weak,1.78,High,Millennial Buyers,331170,3914,Suburban,Transport
2022-10-16,Washington,151566,124323,Limited,3.91,Weak,1.26,Low,Millennial Buyers,686798,2169,Urban,Good Schools
2015-09-14,Kansas,123970,118975,Limited,3.77,Strong,1.75,Low,Aging Population,532561,2057,Urban,Good Schools
2012-01-24,Alaska,131245,102848,Limited,5.08,Weak,0.92,High,Aging Population,515010,2271,Suburban,Transport
2016-12-21,Wyoming,89179,162840,Limited,4.68,Weak,0.9,Low,Aging Population,558622,1727,Urban,Good Schools
2020-11-13,Idaho,117416,199069,Abundant,6.0,Strong,1.69,Moderate,Millennial Buyers,626859,1223,Suburban,Transport
2019-03-28,New Hampshire,130324,129163,Abundant,4.02,Weak,1.88,High,Aging Population,333307,1537,Suburban,Transport
2021-03-31,Louisiana,159305,105103,Abundant,4.79,Moderate,1.39,Low,Aging Population,690101,3342,Urban,Good Schools
2016-09-10,Iowa,68482,147316,Abundant,4.38,Strong,1.08,Low,Aging Population,535890,3443,Urban,Good Schools
2021-12-29,New Jersey,116393,138484,Abundant,4.77,Weak,1.74,High,Millennial Buyers,648728,2783,Urban,Good Schools
2012-12-02,California,87298,111119,Abundant,3.43,Weak,1.01,High,Millennial Buyers,1234096,1117,Suburban,Transport
2020-09-18,Iowa,163226,149976,Abundant,4.76,Strong,1.38,Moderate,Millennial Buyers,434363,3932,Suburban,Transport
2019-07-31,Wisconsin,65977,188578,Limited,5.8,Moderate,0.91,Low,Millennial Buyers,464777,2806,Suburban,Transport
2017-07-01,Colorado,87521,131551,Limited,3.34,Moderate,1.59,Low,Millennial Buyers,208930,3241,Suburban,Transport
2020-12-14,New York,135947,160795,Abundant,3.4,Strong,1.83,Moderate,Aging Population,1057725,1096,Suburban,Transport
2014-04-18,Michigan,101929,162141,Limited,4.83,Strong,1.82,Low,Aging Population,398438,3656,Urban,Good Schools
2016-08-24,Texas,163251,130334,Limited,5.03,Weak,1.46,Moderate,Millennial Buyers,517908,3341,Urban,Good Schools
2020-04-04,Minnesota,150126,133779,Abundant,3.32,Strong,1.83,Low,Aging Population,481801,2956,Urban,Good Schools
2022-09-14,Oregon,112766,123537,Abundant,5.19,Moderate,1.76,Moderate,Millennial Buyers,154564,3777,Urban,Good Schools
2014-08-15,Georgia,84915,122717,Limited,5.19,Moderate,1.65,Moderate,Millennial Buyers,522887,1772,Suburban,Transport
2012-05-01,New Hampshire,54979,180138,Abundant,4.03,Weak,1.51,High,Millennial Buyers,153332,3914,Suburban,Transport
2019-09-17,Iowa,115629,135030,Limited,3.81,Strong,1.82,High,Millennial Buyers,558247,1766,Urban,Good Schools
2012-06-14,Oregon,75034,146905,Abundant,4.3,Strong,1.75,High,Aging Population,272744,3154,Suburban,Transport
2022-07-29,Alaska,156487,164457,Abundant,4.67,Weak,1.89,Low,Aging Population,722729,2186,Suburban,Transport
2010-12-02,North Carolina,196718,186070,Abundant,5.33,Moderate,0.76,High,Aging Population,727893,1758,Urban,Good Schools
2017-10-10,Rhode Island,162091,165693,Limited,3.84,Moderate,0.76,High,Millennial Buyers,484846,3686,Suburban,Transport
2018-06-15,Maryland,150810,188769,Limited,5.12,Weak,1.03,High,Aging Population,320064,3898,Urban,Good Schools
2013-09-10,California,82385,195359,Limited,3.68,Strong,1.2,Moderate,Aging Population,1264640,2090,Urban,Good Schools
2012-10-12,Wisconsin,71563,138023,Abundant,5.54,Strong,0.72,Moderate,Millennial Buyers,354084,3406,Urban,Good Schools
2017-09-17,Florida,131485,192013,Limited,3.36,Strong,0.77,Moderate,Millennial Buyers,150850,3374,Urban,Good Schools
2014-06-20,Alaska,77104,150742,Limited,3.89,Moderate,1.59,Low,Aging Population,685084,3777,Suburban,Transport
2016-10-25,Kentucky,186263,100391,Abundant,3.53,Weak,1.31,Moderate,Aging Population,383851,2942,Suburban,Transport
2020-03-19,North Carolina,139059,146446,Abundant,5.84,Strong,1.13,Low,Millennial Buyers,221165,1522,Urban,Good Schools
2018-11-26,West Virginia,62215,118416,Limited,4.34,Moderate,0.69,Moderate,Aging Population,167237,1112,Suburban,Transport
2022-09-09,Washington,88309,165531,Limited,5.87,Strong,1.2,High,Millennial Buyers,362138,2176,Suburban,Transport
2015-09-02,Florida,98592,158728,Limited,3.62,Weak,1.29,Low,Aging Population,250160,1305,Urban,Good Schools
2022-03-11,Maine,63370,194626,Limited,4.2,Strong,0.51,Low,Millennial Buyers,305658,2719,Urban,Good Schools
2023-05-15,Oklahoma,59939,191310,Limited,3.98,Strong,1.56,High,Aging Population,338316,2411,Suburban,Transport
2014-06-24,Kansas,68583,115137,Abundant,4.51,Weak,1.27,Moderate,Millennial Buyers,200259,2820,Urban,Good Schools
2016-10-15,Maine,155528,107196,Limited,5.22,Strong,1.7,Moderate,Millennial Buyers,455527,1470,Urban,Good Schools
2016-03-15,Alaska,82157,181266,Limited,3.91,Weak,0.93,Low,Aging Population,245390,2737,Suburban,Transport
2018-02-07,Alaska,63487,143838,Abundant,3.31,Strong,0.87,Moderate,Aging Population,245719,3736,Urban,Good Schools
2022-12-15,Illinois,117351,103919,Limited,5.77,Moderate,1.78,High,Millennial Buyers,530211,3667,Urban,Good Schools
2018-05-18,Louisiana,111622,168271,Limited,5.18,Moderate,1.42,Moderate,Aging Population,560322,2650,Urban,Good Schools
2015-11-12,Oregon,129817,181968,Abundant,4.9,Weak,1.98,Low,Millennial Buyers,375987,2853,Urban,Good Schools
2018-07-16,Delaware,53198,127690,Abundant,5.82,Weak,1.23,Low,Aging Population,586372,3149,Suburban,Transport
2022-12-09,South Carolina,107271,163694,Abundant,3.86,Strong,1.76,Moderate,Millennial Buyers,745621,1768,Suburban,Transport
2021-01-28,Delaware,108823,126149,Limited,5.39,Strong,1.72,Moderate,Millennial Buyers,624251,3744,Suburban,Transport
2019-03-11,Illinois,81254,119836,Abundant,3.34,Moderate,1.79,Moderate,Aging Population,170651,2484,Urban,Good Schools
2017-07-07,Arkansas,120930,162572,Limited,3.23,Weak,1.53,Moderate,Aging Population,481971,3966,Urban,Good Schools
2019-08-08,Nebraska,54353,100910,Limited,4.66,Moderate,1.6,Moderate,Millennial Buyers,206366,3127,Suburban,Transport
2014-08-07,Indiana,56147,116728,Abundant,5.48,Strong,1.44,Moderate,Aging Population,199390,1980,Suburban,Transport
2021-08-20,Oregon,113621,161763,Abundant,5.52,Weak,1.09,Moderate,Millennial Buyers,522239,3895,Urban,Good Schools
2018-08-14,Delaware,91142,116076,Limited,5.45,Weak,1.81,High,Aging Population,350788,1407,Suburban,Transport
2016-04-13,Maryland,58362,105098,Limited,5.72,Strong,1.38,High,Millennial Buyers,228569,2216,Suburban,Transport
2011-08-04,North Dakota,61653,194179,Abundant,5.44,Weak,0.55,Low,Aging Population,240386,3222,Urban,Good Schools
2014-01-10,Connecticut,61336,185891,Abundant,5.2,Moderate,0.54,Moderate,Millennial Buyers,762109,1623,Suburban,Transport
2021-02-22,Texas,160314,149915,Limited,5.32,Weak,1.64,High,Aging Population,699432,2580,Urban,Good Schools
2019-02-26,Colorado,128863,172216,Limited,3.77,Weak,1.53,Low,Millennial Buyers,248493,3214,Suburban,Transport
2022-07-20,Rhode Island,157534,190669,Abundant,5.44,Weak,0.76,High,Aging Population,608073,1769,Urban,Good Schools
2020-01-21,Colorado,116369,199276,Limited,3.27,Weak,0.62,Low,Millennial Buyers,543184,1464,Urban,Good Schools
2011-07-14,Idaho,119474,134251,Limited,5.3,Weak,0.72,High,Millennial Buyers,753725,2595,Urban,Good Schools
2017-10-20,Vermont,120742,161284,Abundant,5.4,Weak,1.99,Low,Millennial Buyers,610644,3940,Urban,Good Schools
2011-05-28,New York,148297,147918,Abundant,3.85,Strong,1.4,Moderate,Aging Population,1125496,2711,Urban,Good Schools
2012-12-17,West Virginia,131148,134382,Limited,5.58,Moderate,1.54,Moderate,Millennial Buyers,166875,3984,Urban,Good Schools
2014-07-23,Hawaii,190395,121691,Abundant,4.0,Strong,1.35,Moderate,Aging Population,722759,1886,Suburban,Transport
2012-10-09,Montana,112267,146564,Limited,3.18,Moderate,1.35,Moderate,Millennial Buyers,292544,1113,Urban,Good Schools
2015-04-16,Massachusetts,132944,174875,Limited,3.87,Moderate,0.63,Moderate,Millennial Buyers,707777,1245,Suburban,Transport
2013-02-24,New Mexico,123926,161229,Limited,4.14,Weak,1.79,Moderate,Aging Population,164937,1371,Suburban,Transport
2017-10-09,Michigan,189445,147424,Abundant,4.04,Moderate,1.35,High,Aging Population,314042,1254,Suburban,Transport
2010-04-27,Arkansas,190832,134692,Limited,5.63,Strong,1.78,High,Millennial Buyers,537025,1881,Suburban,Transport
2012-01-11,Washington,94168,174547,Limited,4.37,Weak,1.59,Low,Aging Population,570978,2927,Urban,Good Schools
2023-02-28,Arizona,87425,118602,Abundant,5.23,Weak,1.53,High,Millennial Buyers,283216,3109,Urban,Good Schools
2020-01-24,Missouri,68827,161219,Abundant,3.29,Strong,1.93,High,Millennial Buyers,623815,1844,Suburban,Transport
2012-04-10,Michigan,90553,106332,Limited,3.93,Moderate,1.76,High,Millennial Buyers,774990,3761,Suburban,Transport
2010-04-30,Nevada,59273,198785,Limited,3.87,Moderate,1.96,Moderate,Millennial Buyers,527133,1728,Urban,Good Schools
2023-04-16,South Carolina,147203,155013,Abundant,4.28,Moderate,0.99,High,Millennial Buyers,238275,2272,Suburban,Transport
2022-12-22,Kansas,154691,108887,Abundant,3.03,Strong,1.1,High,Aging Population,192027,3204,Suburban,Transport
2011-09-28,New Hampshire,115592,170059,Abundant,3.34,Weak,1.6,Moderate,Millennial Buyers,603533,1800,Urban,Good Schools
2022-03-24,Indiana,120883,157481,Abundant,3.96,Strong,1.93,Low,Aging Population,571135,3423,Suburban,Transport
2021-12-13,Connecticut,109705,155306,Abundant,5.84,Weak,0.91,Low,Millennial Buyers,680272,2714,Suburban,Transport
2021-05-05,Nebraska,128607,132603,Abundant,4.54,Weak,1.54,Low,Millennial Buyers,242598,1460,Urban,Good Schools
2012-09-18,Mississippi,130388,143734,Limited,5.75,Moderate,0.73,High,Aging Population,306314,2020,Suburban,Transport
2012-05-26,Kansas,84159,110030,Abundant,3.86,Weak,1.85,Moderate,Aging Population,604003,3192,Suburban,Transport
2010-01-05,Tennessee,105705,161045,Abundant,4.62,Moderate,1.58,Moderate,Aging Population,268774,2666,Suburban,Transport
2018-05-10,New Jersey,60089,171673,Abundant,3.53,Strong,0.9,Moderate,Aging Population,743771,2636,Urban,Good Schools
2018-07-22,South Dakota,168815,117380,Limited,5.97,Moderate,0.63,Low,Aging Population,600078,2069,Suburban,Transport
2017-04-14,New Mexico,117498,185776,Limited,5.39,Strong,1.16,High,Aging Population,621117,1974,Urban,Good Schools
2016-10-27,Alaska,157430,100695,Limited,5.41,Moderate,1.82,High,Millennial Buyers,397122,2297,Urban,Good Schools
2020-07-21,Michigan,50961,155324,Abundant,5.31,Weak,1.19,Moderate,Aging Population,338219,2011,Suburban,Transport
2014-09-12,Arizona,120834,169827,Limited,3.67,Weak,1.21,High,Aging Population,704947,2985,Urban,Good Schools
2013-02-22,Iowa,62517,126510,Abundant,4.25,Strong,1.3,High,Aging Population,412015,1924,Urban,Good Schools
2018-12-06,Kentucky,111297,142509,Abundant,3.66,Strong,1.55,High,Aging Population,190220,2788,Urban,Good Schools
2011-07-29,West Virginia,95160,111426,Abundant,4.26,Weak,1.73,Low,Millennial Buyers,793319,1735,Suburban,Transport
2020-04-27,New York,126629,108000,Limited,5.0,Moderate,1.02,Moderate,Millennial Buyers,894002,1030,Urban,Good Schools
2020-03-25,North Dakota,98863,168637,Limited,4.81,Strong,0.88,High,Aging Population,712119,2952,Suburban,Transport
2021-05-09,Louisiana,182151,198103,Abundant,5.16,Moderate,1.39,High,Millennial Buyers,362820,2190,Urban,Good Schools
2012-05-03,Louisiana,57848,142363,Abundant,4.76,Weak,1.33,High,Aging Population,428380,1531,Suburban,Transport
2015-06-06,Oklahoma,101333,104987,Abundant,4.47,Weak,1.7,High,Aging Population,290774,1435,Suburban,Transport
2017-08-06,Oregon,108438,196550,Limited,5.48,Weak,1.61,Low,Aging Population,231065,2661,Urban,Good Schools
2013-03-12,Hawaii,106496,171960,Abundant,5.03,Weak,1.46,High,Millennial Buyers,581428,2437,Suburban,Transport
2012-08-29,Nevada,115617,192734,Limited,5.56,Weak,1.06,Moderate,Millennial Buyers,318169,2779,Urban,Good Schools
2017-05-25,Washington,57199,120707,Limited,5.5,Weak,1.14,High,Millennial Buyers,359880,3048,Urban,Good Schools
2022-04-23,Arkansas,198461,126808,Abundant,5.73,Strong,0.96,Low,Aging Population,775853,1794,Suburban,Transport
2020-07-14,Kansas,151132,116533,Limited,3.68,Strong,1.75,Low,Aging Population,344579,2611,Suburban,Transport
2016-06-26,Pennsylvania,71469,183465,Limited,4.71,Moderate,0.52,Moderate,Aging Population,670511,2565,Suburban,Transport
2021-04-08,Iowa,62755,101477,Limited,3.09,Moderate,1.1,Moderate,Millennial Buyers,240067,1078,Urban,Good Schools
2021-04-24,Arkansas,73233,192250,Limited,4.49,Moderate,1.83,High,Millennial Buyers,643562,2754,Suburban,Transport
2018-01-29,Georgia,103142,131348,Limited,5.66,Weak,1.79,Moderate,Millennial Buyers,714308,3729,Urban,Good Schools
2011-06-09,Maryland,161723,155375,Abundant,3.79,Weak,0.98,Low,Aging Population,172439,3018,Urban,Good Schools
2016-09-21,Washington,158026,114948,Limited,4.93,Moderate,1.01,Moderate,Millennial Buyers,525488,2639,Urban,Good Schools
2015-01-16,Colorado,173681,176034,Abundant,4.92,Strong,0.8,High,Millennial Buyers,785476,2206,Suburban,Transport
2011-06-22,Florida,159215,123189,Limited,3.14,Weak,0.94,Low,Millennial Buyers,301231,1993,Suburban,Transport
2017-09-07,Wisconsin,105895,109990,Abundant,3.36,Weak,0.75,Moderate,Millennial Buyers,191262,3410,Urban,Good Schools
2021-11-20,Iowa,75699,177951,Abundant,5.2,Strong,1.55,Low,Aging Population,519614,3865,Suburban,Transport
2018-09-11,Connecticut,75571,139923,Limited,4.36,Moderate,0.94,Low,Aging Population,494335,3336,Suburban,Transport
2012-02-24,Kentucky,192828,152256,Limited,5.38,Weak,1.51,High,Millennial Buyers,465807,1028,Urban,Good Schools
2021-02-09,Illinois,116766,138539,Abundant,5.49,Moderate,0.69,Low,Aging Population,208974,1861,Suburban,Transport
2013-11-10,Oklahoma,199036,125451,Limited,5.77,Strong,1.6,Low,Millennial Buyers,420460,3381,Urban,Good Schools
2016-12-12,New Hampshire,56928,160755,Limited,4.2,Weak,0.8,Moderate,Millennial Buyers,751589,1214,Suburban,Transport
2010-06-04,Montana,139213,155711,Abundant,3.35,Weak,1.87,High,Millennial Buyers,784436,2526,Urban,Good Schools
2018-03-29,Tennessee,73923,176330,Limited,5.01,Moderate,0.98,Low,Aging Population,208607,1206,Suburban,Transport
2014-08-14,North Carolina,189954,153460,Abundant,4.32,Moderate,1.6,Moderate,Millennial Buyers,312896,3053,Urban,Good Schools
2017-12-11,West Virginia,78283,171797,Limited,4.53,Moderate,1.81,Moderate,Millennial Buyers,643566,2016,Suburban,Transport
2023-07-21,Virginia,54040,172519,Limited,4.54,Strong,1.03,High,Millennial Buyers,220954,1961,Urban,Good Schools
2020-07-30,Massachusetts,138374,161031,Abundant,3.25,Moderate,1.62,Moderate,Millennial Buyers,158830,1578,Urban,Good Schools
2017-06-26,Montana,54881,176910,Abundant,5.03,Moderate,1.25,Moderate,Aging Population,661000,1334,Suburban,Transport
2015-03-11,Washington,165658,134404,Abundant,3.65,Strong,1.62,High,Aging Population,306062,3788,Urban,Good Schools
2011-07-24,Connecticut,55687,135642,Limited,5.84,Weak,1.57,Low,Aging Population,749541,3548,Suburban,Transport
2014-12-22,Nevada,118691,182991,Abundant,5.25,Weak,1.52,High,Aging Population,163375,2132,Urban,Good Schools
2015-08-28,Delaware,128583,173526,Abundant,3.29,Strong,1.16,High,Aging Population,346996,3772,Suburban,Transport
2010-05-08,Rhode Island,87897,150893,Abundant,3.47,Moderate,0.57,Low,Aging Population,692377,2522,Suburban,Transport
2019-04-18,New Jersey,79879,170896,Limited,3.48,Strong,1.01,High,Millennial Buyers,538998,3593,Suburban,Transport
2019-02-10,Vermont,160215,169053,Abundant,4.67,Strong,1.94,Moderate,Millennial Buyers,298302,2473,Suburban,Transport
2023-08-27,Illinois,52221,193833,Abundant,5.72,Moderate,1.38,Moderate,Millennial Buyers,698195,2334,Suburban,Transport
2018-02-23,Vermont,173005,124754,Abundant,4.47,Moderate,1.83,Low,Aging Population,666545,1019,Suburban,Transport
2012-09-07,Connecticut,94276,120724,Limited,4.05,Strong,1.7,Low,Aging Population,155719,2774,Suburban,Transport
2016-04-19,North Carolina,144659,126844,Limited,4.18,Strong,2.0,Moderate,Aging Population,203538,1108,Urban,Good Schools
2010-07-10,Texas,111313,153893,Abundant,4.45,Strong,1.54,Moderate,Millennial Buyers,641047,3854,Suburban,Transport
2013-02-13,Minnesota,162625,138644,Abundant,4.74,Strong,1.87,High,Aging Population,512757,3000,Suburban,Transport
2011-12-01,Missouri,128875,153946,Abundant,3.3,Weak,1.72,Low,Millennial Buyers,794980,2798,Suburban,Transport
2023-02-02,Wyoming,190683,171015,Limited,4.47,Moderate,1.27,High,Millennial Buyers,298896,3306,Urban,Good Schools
2011-08-30,New Hampshire,175501,108681,Limited,5.21,Moderate,1.31,Moderate,Aging Population,270064,2245,Urban,Good Schools
2021-09-16,Ohio,146006,155369,Abundant,4.97,Strong,1.23,Moderate,Millennial Buyers,720610,3055,Suburban,Transport
2010-10-29,Minnesota,64566,194487,Abundant,4.65,Strong,1.71,Moderate,Millennial Buyers,375717,2971,Suburban,Transport
2019-05-14,Arizona,64047,162359,Abundant,5.9,Weak,0.95,Low,Millennial Buyers,580331,3592,Suburban,Transport
2023-03-14,Louisiana,61129,176055,Abundant,3.33,Weak,0.73,Low,Millennial Buyers,378353,2483,Suburban,Transport
2012-11-26,Wisconsin,83078,106984,Abundant,3.47,Strong,1.43,Moderate,Aging Population,690291,1263,Suburban,Transport
2017-01-09,Nebraska,84895,105724,Limited,4.18,Moderate,0.92,High,Millennial Buyers,517572,2704,Urban,Good Schools
2010-01-02,Iowa,183645,130035,Limited,3.28,Strong,0.9,High,Millennial Buyers,744109,3348,Suburban,Transport
2012-12-05,Hawaii,90518,117930,Limited,5.11,Strong,0.99,High,Millennial Buyers,631899,1192,Urban,Good Schools
2016-11-29,Delaware,131903,179565,Limited,4.44,Moderate,1.84,Moderate,Aging Population,632127,1078,Urban,Good Schools
2016-01-15,North Dakota,116351,183799,Abundant,5.64,Weak,1.11,Moderate,Millennial Buyers,737129,2627,Urban,Good Schools
2013-05-28,Arkansas,168143,160750,Abundant,5.76,Moderate,0.63,High,Aging Population,468574,3439,Suburban,Transport
2010-01-17,Connecticut,123564,113602,Abundant,3.43,Strong,1.48,Low,Aging Population,287131,3361,Urban,Good Schools
2018-07-18,Tennessee,119418,144556,Abundant,3.84,Moderate,0.69,High,Aging Population,337602,3120,Urban,Good Schools
2022-09-17,New Hampshire,68860,190283,Abundant,5.43,Strong,1.61,Low,Millennial Buyers,456373,2825,Suburban,Transport
2012-03-26,Illinois,181699,123686,Limited,4.79,Strong,0.75,High,Aging Population,669037,3696,Suburban,Transport
2018-05-26,Georgia,193227,120838,Abundant,4.24,Moderate,0.83,Low,Aging Population,438257,3020,Suburban,Transport
2023-02-06,Connecticut,144865,193109,Abundant,3.24,Weak,1.03,Moderate,Aging Population,364635,3537,Urban,Good Schools
2012-08-17,Arizona,105897,140523,Abundant,4.92,Moderate,1.6,High,Aging Population,731142,2005,Suburban,Transport
2010-08-14,Delaware,152989,147184,Abundant,4.4,Weak,1.63,Low,Millennial Buyers,272028,1577,Urban,Good Schools
2019-03-09,New Hampshire,55620,144117,Abundant,5.86,Strong,1.38,Low,Millennial Buyers,673761,1338,Urban,Good Schools
2016-10-21,Indiana,186798,174864,Limited,3.81,Weak,1.36,Moderate,Aging Population,619031,3138,Urban,Good Schools
2011-07-17,Missouri,144963,111075,Abundant,4.08,Weak,1.73,Moderate,Aging Population,549643,3748,Suburban,Transport
2019-05-30,Pennsylvania,136529,178492,Abundant,3.51,Strong,1.49,Moderate,Aging Population,794992,2182,Urban,Good Schools
2014-08-21,New York,80973,140012,Abundant,5.65,Moderate,1.23,Moderate,Millennial Buyers,667371,3991,Urban,Good Schools
2012-11-11,Washington,199824,162402,Abundant,4.81,Weak,1.74,High,Aging Population,199537,3081,Urban,Good Schools
2019-06-09,Indiana,117726,118210,Abundant,4.05,Moderate,0.71,Low,Millennial Buyers,384396,2164,Suburban,Transport
2022-07-02,Virginia,94868,153122,Limited,3.4,Strong,1.83,High,Aging Population,562657,2777,Suburban,Transport
2012-08-12,Pennsylvania,55923,127474,Abundant,5.81,Strong,0.88,Low,Millennial Buyers,247203,2580,Urban,Good Schools
2023-08-26,Montana,91416,178544,Abundant,4.32,Weak,0.69,High,Millennial Buyers,625545,2694,Suburban,Transport
2017-06-28,Vermont,101843,126985,Limited,4.67,Strong,0.87,Low,Aging Population,586049,3222,Urban,Good Schools
2023-06-05,North Carolina,74727,194503,Abundant,4.21,Strong,1.46,High,Millennial Buyers,710376,3038,Urban,Good Schools
2022-12-19,Nevada,84630,128437,Abundant,3.04,Weak,1.05,Moderate,Aging Population,750602,1251,Urban,Good Schools
2023-03-17,Delaware,163556,190865,Limited,3.53,Strong,1.42,Low,Aging Population,767696,2518,Suburban,Transport
2013-05-03,Montana,95715,130600,Abundant,4.4,Strong,1.92,Low,Millennial Buyers,733012,3465,Urban,Good Schools
2014-03-08,Nebraska,82217,150574,Abundant,5.9,Moderate,0.76,Moderate,Millennial Buyers,586146,1505,Suburban,Transport
2020-12-01,New York,113089,193053,Abundant,3.89,Moderate,1.44,Moderate,Aging Population,957358,1806,Urban,Good Schools
2013-07-24,Virginia,67182,101702,Abundant,4.06,Moderate,0.75,High,Millennial Buyers,214629,1207,Suburban,Transport
2023-05-24,Kentucky,177920,156276,Limited,4.17,Strong,1.33,High,Aging Population,698679,2733,Urban,Good Schools
2010-06-10,Nebraska,60725,100828,Limited,3.82,Strong,1.41,High,Millennial Buyers,150620,2087,Urban,Good Schools
2021-02-19,Washington,105050,178488,Abundant,3.73,Moderate,1.9,Low,Aging Population,489521,3337,Suburban,Transport
